#Query	Sbjct	Coverage	Percent_Identity
Lachancea.meyersii.HE983614_cox2_genbank	NODE_38_length_26805_cov_463.564202	78.0	81.407
Lachancea.nothofagi.HE983612_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	82.765
Lachancea.nothofagi.HE983612_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	80.652
Lachancea.nothofagi.HE983612_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	78.173
Lachancea.nothofagi.HE983612_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	78.586
Lachancea.nothofagi.HE983612_cox2_genbank	NODE_38_length_26805_cov_463.564202	80.0	81.403
Lachancea.thermotolerans.AJ634268_atp6_genbank	NODE_38_length_26805_cov_463.564202	71.0	74.781
Lachancea.thermotolerans.AJ634268_cob_genbank	NODE_38_length_26805_cov_463.564202	88.0	83.692
Lachancea.thermotolerans.AJ634268_cob_genbank	NODE_38_length_26805_cov_463.564202	88.0	80.728
Lachancea.thermotolerans.AJ634268_cox1_genbank	NODE_38_length_26805_cov_463.564202	74.0	81.006
Lachancea.thermotolerans.AJ634268_cox1_genbank	NODE_38_length_26805_cov_463.564202	74.0	78.776
Lachancea.thermotolerans.AJ634268_cox2_genbank	NODE_38_length_26805_cov_463.564202	80.0	80.75
Lodderomyces.elongisporus.NW_001813686_atp6_mfannot	NODE_38_length_26805_cov_463.564202	95.0	75.104
Lodderomyces.elongisporus.NW_001813686_atp9_mfannot	NODE_38_length_26805_cov_463.564202	100.0	75.536
Lodderomyces.elongisporus.NW_001813686_cox1_mfannot	NODE_38_length_26805_cov_463.564202	98.0	78.425
Lodderomyces.elongisporus.NW_001813686_cox1_mfannot	NODE_38_length_26805_cov_463.564202	98.0	77.331
Lodderomyces.elongisporus.NW_001813686_cox2_mfannot	NODE_38_length_26805_cov_463.564202	87.0	79.752
Lodderomyces.elongisporus.NW_001813686_cox3_mfannot	NODE_38_length_26805_cov_463.564202	100.0	75.273
Lodderomyces.elongisporus.NW_001813686_nad1_mfannot	NODE_38_length_26805_cov_463.564202	94.0	81.159
Lodderomyces.elongisporus.NW_001813686_nad3_mfannot	NODE_38_length_26805_cov_463.564202	86.0	76.855
Lodderomyces.elongisporus.NW_001813686_nad4_mfannot	NODE_38_length_26805_cov_463.564202	87.0	78.167
Lodderomyces.elongisporus.NW_001813686_nad4L_mfannot	NODE_38_length_26805_cov_463.564202	89.0	79.825
Lodderomyces.elongisporus.NW_001813686_nad5_mfannot	NODE_38_length_26805_cov_463.564202	83.0	75.647
Magnusiomyces.capitatus.KJ459952_atp6_genbank	NODE_38_length_26805_cov_463.564202	73.0	70.557
Magnusiomyces.capitatus.KJ459952_atp9_genbank	NODE_38_length_26805_cov_463.564202	98.0	72.174
Magnusiomyces.capitatus.KJ459952_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	78.966
Magnusiomyces.capitatus.KJ459952_cob_genbank	NODE_38_length_26805_cov_463.564202	86.0	76.0
Magnusiomyces.capitatus.KJ459952_cox2_genbank	NODE_38_length_26805_cov_463.564202	93.0	74.194
Magnusiomyces.capitatus.KJ459952_nad4_genbank	NODE_38_length_26805_cov_463.564202	80.0	74.02
Magnusiomyces.ingens.KJ459950_atp6_genbank	NODE_38_length_26805_cov_463.564202	97.0	71.785
Magnusiomyces.ingens.KJ459950_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	79.153
Magnusiomyces.ingens.KJ459950_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	75.813
Magnusiomyces.ingens.KJ459950_cox1_genbank	NODE_38_length_26805_cov_463.564202	83.0	74.205
Magnusiomyces.ingens.KJ459950_cox1_genbank	NODE_38_length_26805_cov_463.564202	83.0	72.888
Magnusiomyces.ingens.KJ459950_cox2_genbank	NODE_38_length_26805_cov_463.564202	85.0	76.662
Metschnikowia.reukaufii.CM010605_atp6_mfannot	NODE_38_length_26805_cov_463.564202	100.0	77.424
Metschnikowia.reukaufii.CM010605_atp9_mfannot	NODE_38_length_26805_cov_463.564202	100.0	87.446
Metschnikowia.reukaufii.CM010605_cob_mfannot	NODE_38_length_26805_cov_463.564202	88.0	86.636
Metschnikowia.reukaufii.CM010605_cob_mfannot	NODE_38_length_26805_cov_463.564202	88.0	82.793
Metschnikowia.reukaufii.CM010605_cox1_mfannot_copy_1	NODE_38_length_26805_cov_463.564202	99.0	85.302
Metschnikowia.reukaufii.CM010605_cox1_mfannot_copy_2	NODE_38_length_26805_cov_463.564202	99.0	84.0
Metschnikowia.reukaufii.CM010605_cox1_mfannot_copy_2	NODE_38_length_26805_cov_463.564202	99.0	88.106
Metschnikowia.reukaufii.CM010605_cox1_mfannot_copy_3	NODE_38_length_26805_cov_463.564202	99.0	86.037
Metschnikowia.reukaufii.CM010605_cox2_mfannot	NODE_38_length_26805_cov_463.564202	100.0	88.843
Metschnikowia.reukaufii.CM010605_cox3_mfannot	NODE_38_length_26805_cov_463.564202	100.0	80.27
Metschnikowia.reukaufii.CM010605_nad1_mfannot	NODE_38_length_26805_cov_463.564202	98.0	85.623
Metschnikowia.reukaufii.CM010605_nad2_mfannot	NODE_38_length_26805_cov_463.564202	74.0	81.649
Metschnikowia.reukaufii.CM010605_nad2_mfannot	NODE_38_length_26805_cov_463.564202	74.0	81.967
Metschnikowia.reukaufii.CM010605_nad4_mfannot	NODE_38_length_26805_cov_463.564202	91.0	86.531
Metschnikowia.reukaufii.CM010605_nad5_mfannot	NODE_38_length_26805_cov_463.564202	94.0	85.612
Metschnikowia.reukaufii.CM010605_nad5_mfannot	NODE_38_length_26805_cov_463.564202	94.0	81.84
Meyerozyma.guilliermondii.KC993176_atp6_genbank	NODE_38_length_26805_cov_463.564202	100.0	82.842
Meyerozyma.guilliermondii.KC993176_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	83.983
Meyerozyma.guilliermondii.KC993176_cob_genbank	NODE_38_length_26805_cov_463.564202	97.0	84.485
Meyerozyma.guilliermondii.KC993176_cob_genbank	NODE_38_length_26805_cov_463.564202	97.0	87.553
Meyerozyma.guilliermondii.KC993176_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	85.177
Meyerozyma.guilliermondii.KC993176_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	85.994
Meyerozyma.guilliermondii.KC993176_cox2_genbank	NODE_38_length_26805_cov_463.564202	98.0	86.938
Meyerozyma.guilliermondii.KC993176_cox3_genbank	NODE_38_length_26805_cov_463.564202	100.0	80.196
Meyerozyma.guilliermondii.KC993176_nad1_genbank	NODE_38_length_26805_cov_463.564202	96.0	87.388
Meyerozyma.guilliermondii.KC993176_nad2_genbank	NODE_38_length_26805_cov_463.564202	82.0	82.714
Meyerozyma.guilliermondii.KC993176_nad3_genbank	NODE_38_length_26805_cov_463.564202	87.0	85.044
Meyerozyma.guilliermondii.KC993176_nad4_genbank	NODE_38_length_26805_cov_463.564202	91.0	86.538
Meyerozyma.guilliermondii.KC993176_nad4L_genbank	NODE_38_length_26805_cov_463.564202	100.0	86.275
Meyerozyma.guilliermondii.KC993176_nad5_genbank	NODE_38_length_26805_cov_463.564202	89.0	83.881
Millerozyma.farinosa.FN870377_atp6_genbank	NODE_38_length_26805_cov_463.564202	100.0	79.518
Millerozyma.farinosa.FN870377_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	83.117
Millerozyma.farinosa.FN870377_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	87.291
Millerozyma.farinosa.FN870377_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	85.169
Millerozyma.farinosa.FN870377_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	82.167
Millerozyma.farinosa.FN870377_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	84.167
Millerozyma.farinosa.FN870377_cox2_genbank	NODE_38_length_26805_cov_463.564202	98.0	85.955
Millerozyma.farinosa.FN870377_cox3_genbank	NODE_38_length_26805_cov_463.564202	98.0	80.149
Millerozyma.farinosa.FN870377_nad1_genbank	NODE_38_length_26805_cov_463.564202	98.0	88.525
Millerozyma.farinosa.FN870377_nad2_genbank	NODE_38_length_26805_cov_463.564202	84.0	81.297
Millerozyma.farinosa.FN870377_nad3_genbank	NODE_38_length_26805_cov_463.564202	85.0	87.135
Millerozyma.farinosa.FN870377_nad4_genbank	NODE_38_length_26805_cov_463.564202	91.0	85.942
Millerozyma.farinosa.FN870377_nad4L_genbank	NODE_38_length_26805_cov_463.564202	100.0	87.5
Millerozyma.farinosa.FN870377_nad5_genbank	NODE_38_length_26805_cov_463.564202	91.0	82.271
Nakaseomyces.bacillisporus.FM995166_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	81.426
Nakaseomyces.bacillisporus.FM995166_cob_genbank	NODE_38_length_26805_cov_463.564202	87.0	76.578
Nakaseomyces.bacillisporus.FM995166_cox1_genbank	NODE_38_length_26805_cov_463.564202	81.0	78.117
Nakaseomyces.bacillisporus.FM995166_cox1_genbank	NODE_38_length_26805_cov_463.564202	81.0	75.187
Nakaseomyces.bacillisporus.FM995166_cox2_genbank	NODE_38_length_26805_cov_463.564202	91.0	79.24
Nakaseomyces.delphensis.FM995164_atp6_genbank	NODE_38_length_26805_cov_463.564202	72.0	72.329
Nakaseomyces.delphensis.FM995164_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	83.394
Nakaseomyces.delphensis.FM995164_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	78.905
Nakaseomyces.delphensis.FM995164_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.128
Nakaseomyces.delphensis.FM995164_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.309
Nakaseomyces.delphensis.FM995164_cox2_genbank	NODE_38_length_26805_cov_463.564202	90.0	78.939
Naumovozyma.castellii.AF437291_atp6_genbank	NODE_38_length_26805_cov_463.564202	90.0	72.612
Naumovozyma.castellii.AF437291_cob_genbank	NODE_38_length_26805_cov_463.564202	95.0	80.241
Naumovozyma.castellii.AF437291_cob_genbank	NODE_38_length_26805_cov_463.564202	95.0	78.632
Naumovozyma.castellii.AF437291_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	76.051
Naumovozyma.castellii.AF437291_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.711
Naumovozyma.castellii.AF437291_cox2_genbank	NODE_38_length_26805_cov_463.564202	90.0	80.588
Naumovozyma.castellii.KY989229_atp6_genbank	NODE_38_length_26805_cov_463.564202	90.0	72.331
Naumovozyma.castellii.KY989229_cob_genbank	NODE_38_length_26805_cov_463.564202	95.0	80.241
Naumovozyma.castellii.KY989229_cob_genbank	NODE_38_length_26805_cov_463.564202	95.0	78.632
Naumovozyma.castellii.KY989229_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	76.051
Naumovozyma.castellii.KY989229_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.912
Naumovozyma.castellii.KY989229_cox2_genbank	NODE_38_length_26805_cov_463.564202	92.0	80.735
Naumovozyma.dairenensis.KU920679_atp6_genbank	NODE_38_length_26805_cov_463.564202	72.0	72.251
Naumovozyma.dairenensis.KU920679_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	74.786
Naumovozyma.dairenensis.KU920679_cob_genbank	NODE_38_length_26805_cov_463.564202	93.0	78.221
Naumovozyma.dairenensis.KU920679_cob_genbank	NODE_38_length_26805_cov_463.564202	93.0	77.878
Naumovozyma.dairenensis.KU920679_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.296
Naumovozyma.dairenensis.KU920679_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	78.112
Naumovozyma.dairenensis.KU920679_cox2_genbank	NODE_38_length_26805_cov_463.564202	90.0	79.736
Ogataea.angusta.HQ616673_atp9_genbank	NODE_38_length_26805_cov_463.564202	98.0	75.439
Ogataea.angusta.HQ616673_cob_genbank	NODE_38_length_26805_cov_463.564202	98.0	78.723
Ogataea.angusta.HQ616673_cob_genbank	NODE_38_length_26805_cov_463.564202	98.0	76.278
Ogataea.angusta.HQ616673_cox1_genbank	NODE_38_length_26805_cov_463.564202	75.0	75.0
Ogataea.angusta.HQ616673_cox1_genbank	NODE_38_length_26805_cov_463.564202	75.0	75.269
Ogataea.angusta.HQ616673_cox2_genbank	NODE_38_length_26805_cov_463.564202	82.0	77.581
Ogataea.angusta.HQ616673_cox3_genbank	NODE_38_length_26805_cov_463.564202	73.0	72.623
Ogataea.philodendri.KC993191_atp6_genbank	NODE_38_length_26805_cov_463.564202	72.0	71.728
Ogataea.philodendri.KC993191_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	79.664
Ogataea.philodendri.KC993191_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	78.004
Ogataea.philodendri.KC993191_cox1_genbank	NODE_38_length_26805_cov_463.564202	71.0	74.929
Ogataea.philodendri.KC993191_cox1_genbank	NODE_38_length_26805_cov_463.564202	71.0	77.024
Ogataea.philodendri.KC993191_cox2_genbank	NODE_38_length_26805_cov_463.564202	82.0	78.12
Ogataea.thermophila.KC993173_atp6_genbank	NODE_38_length_26805_cov_463.564202	73.0	72.355
Ogataea.thermophila.KC993173_atp9_genbank	NODE_38_length_26805_cov_463.564202	98.0	75.439
Ogataea.thermophila.KC993173_cob_genbank	NODE_38_length_26805_cov_463.564202	98.0	78.03
Ogataea.thermophila.KC993173_cob_genbank	NODE_38_length_26805_cov_463.564202	98.0	75.102
Ogataea.thermophila.KC993173_cox1_genbank	NODE_38_length_26805_cov_463.564202	83.0	74.23
Ogataea.thermophila.KC993173_cox1_genbank	NODE_38_length_26805_cov_463.564202	83.0	76.827
Ogataea.thermophila.KC993173_cox2_genbank	NODE_38_length_26805_cov_463.564202	84.0	78.74
Ogataea.thermophila.KC993173_cox3_genbank	NODE_38_length_26805_cov_463.564202	73.0	72.185
Pichia.farinosa.FN356025_atp6_genbank	NODE_38_length_26805_cov_463.564202	98.0	78.82
Pichia.farinosa.FN356025_atp8_genbank	NODE_38_length_26805_cov_463.564202	76.0	79.464
Pichia.farinosa.FN356025_atp9_genbank	NODE_38_length_26805_cov_463.564202	90.0	83.732
Pichia.farinosa.FN356025_cob_genbank	NODE_38_length_26805_cov_463.564202	97.0	84.091
Pichia.farinosa.FN356025_cob_genbank	NODE_38_length_26805_cov_463.564202	97.0	83.12
Pichia.farinosa.FN356025_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	82.147
Pichia.farinosa.FN356025_cox1_genbank	NODE_38_length_26805_cov_463.564202	99.0	82.113
Pichia.farinosa.FN356025_cox2_genbank	NODE_38_length_26805_cov_463.564202	98.0	87.482
Pichia.farinosa.FN356025_cox3_genbank	NODE_38_length_26805_cov_463.564202	98.0	77.903
Pichia.farinosa.FN356025_nad1_genbank	NODE_38_length_26805_cov_463.564202	94.0	83.465
Pichia.farinosa.FN356025_nad2_genbank	NODE_38_length_26805_cov_463.564202	95.0	79.538
Pichia.farinosa.FN356025_nad3_genbank	NODE_38_length_26805_cov_463.564202	86.0	84.731
Pichia.farinosa.FN356025_nad4_genbank	NODE_38_length_26805_cov_463.564202	92.0	80.996
Pichia.farinosa.FN356025_nad4L_genbank	NODE_38_length_26805_cov_463.564202	95.0	83.806
Pichia.farinosa.FN356025_nad5_genbank	NODE_38_length_26805_cov_463.564202	95.0	79.631
Pichia.kluyveri.KC993182_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	80.875
Pichia.kluyveri.KC993182_cob_genbank	NODE_38_length_26805_cov_463.564202	92.0	81.602
Pichia.kluyveri.KC993182_cox1_genbank	NODE_38_length_26805_cov_463.564202	73.0	75.829
Pichia.kluyveri.KC993182_cox1_genbank	NODE_38_length_26805_cov_463.564202	73.0	76.605
Pichia.kluyveri.KC993182_cox2_genbank	NODE_38_length_26805_cov_463.564202	91.0	74.481
Pichia.kluyveri.KC993182_nad1_genbank	NODE_38_length_26805_cov_463.564202	76.0	72.018
Pichia.kluyveri.KC993182_nad1_genbank	NODE_38_length_26805_cov_463.564202	76.0	82.906
Pichia.kluyveri.KC993182_nad4_genbank	NODE_38_length_26805_cov_463.564202	71.0	73.61
Pichia.kudriavzevii.CP028778_atp9_genbank	NODE_38_length_26805_cov_463.564202	97.0	74.888
Pichia.kudriavzevii.CP028778_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	81.514
Pichia.kudriavzevii.CP028778_cob_genbank	NODE_38_length_26805_cov_463.564202	91.0	82.377
Pichia.kudriavzevii.CP028778_cox1_genbank	NODE_38_length_26805_cov_463.564202	73.0	77.159
Pichia.kudriavzevii.CP028778_cox1_genbank	NODE_38_length_26805_cov_463.564202	73.0	78.125
Pichia.kudriavzevii.CP028778_cox2_genbank	NODE_38_length_26805_cov_463.564202	86.0	79.595
Saccharomyces.arboricola.KX657740_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	78.018
Saccharomyces.arboricola.KX657740_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	76.065
Saccharomyces.arboricola.KX657740_cox2_genbank	NODE_38_length_26805_cov_463.564202	78.0	80.602
Saccharomyces.arboricola.KX657740_cox3_genbank	NODE_38_length_26805_cov_463.564202	73.0	72.876
Saccharomyces.bayanus.KX657743_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.284
Saccharomyces.bayanus.KX657743_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.53
Saccharomyces.bayanus.KX657743_cox2_genbank	NODE_38_length_26805_cov_463.564202	80.0	79.445
Saccharomyces.cerevisiae.NC_001224_cob_genbank	NODE_38_length_26805_cov_463.564202	98.0	79.389
Saccharomyces.cerevisiae.NC_001224_cob_genbank	NODE_38_length_26805_cov_463.564202	98.0	77.71
Saccharomyces.cerevisiae.NC_001224_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.735
Saccharomyces.cerevisiae.NC_001224_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	75.61
Saccharomyces.cerevisiae.NC_001224_cox2_genbank	NODE_38_length_26805_cov_463.564202	76.0	80.551
Saccharomyces.eubayanus.CM003593_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	78.173
Saccharomyces.eubayanus.CM003593_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.282
Saccharomyces.eubayanus.CM003593_cox2_genbank	NODE_38_length_26805_cov_463.564202	89.0	78.414
Saccharomyces.jurei.LT986467_atp6_mfannot_copy_1	NODE_38_length_26805_cov_463.564202	79.0	75.049
Saccharomyces.jurei.LT986467_atp6_mfannot_copy_1	NODE_38_length_26805_cov_463.564202	79.0	78.378
Saccharomyces.jurei.LT986467_atp6_mfannot_copy_2	NODE_38_length_26805_cov_463.564202	80.0	74.903
Saccharomyces.jurei.LT986467_cob_mfannot_copy_1	NODE_38_length_26805_cov_463.564202	98.0	79.389
Saccharomyces.jurei.LT986467_cob_mfannot_copy_1	NODE_38_length_26805_cov_463.564202	98.0	78.119
Saccharomyces.jurei.LT986467_cob_mfannot_copy_2	NODE_38_length_26805_cov_463.564202	98.0	79.389
Saccharomyces.jurei.LT986467_cob_mfannot_copy_2	NODE_38_length_26805_cov_463.564202	98.0	78.119
Saccharomyces.jurei.LT986467_cox1_mfannot	NODE_38_length_26805_cov_463.564202	79.0	77.51
Saccharomyces.jurei.LT986467_cox1_mfannot	NODE_38_length_26805_cov_463.564202	79.0	77.033
Saccharomyces.jurei.LT986467_cox2_mfannot	NODE_38_length_26805_cov_463.564202	79.0	80.331
Saccharomyces.kudriavzevii.KX707787_cob_genbank	NODE_38_length_26805_cov_463.564202	94.0	79.803
Saccharomyces.kudriavzevii.KX707787_cob_genbank	NODE_38_length_26805_cov_463.564202	94.0	77.959
Saccharomyces.kudriavzevii.KX707787_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	78.117
Saccharomyces.kudriavzevii.KX707787_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	76.626
Saccharomyces.kudriavzevii.KX707787_cox2_genbank	NODE_38_length_26805_cov_463.564202	80.0	78.793
Saccharomyces.kudriavzevii.KX707787_cox3_genbank	NODE_38_length_26805_cov_463.564202	73.0	72.34
Saccharomyces.mikatae.KX707788_cob_genbank	NODE_38_length_26805_cov_463.564202	93.0	80.672
Saccharomyces.mikatae.KX707788_cob_genbank	NODE_38_length_26805_cov_463.564202	93.0	77.096
Saccharomyces.mikatae.KX707788_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.863
Saccharomyces.mikatae.KX707788_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	76.782
Saccharomyces.mikatae.KX707788_cox2_genbank	NODE_38_length_26805_cov_463.564202	77.0	80.169
Saccharomyces.uvarum.KX657742_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.284
Saccharomyces.uvarum.KX657742_cox1_genbank	NODE_38_length_26805_cov_463.564202	79.0	77.53
Saccharomyces.uvarum.KX657742_cox2_genbank	NODE_38_length_26805_cov_463.564202	80.0	79.445
Saccharomycodes.ludwigii.KU888694_atp6_genbank	NODE_38_length_26805_cov_463.564202	77.0	73.982
Saccharomycodes.ludwigii.KU888694_atp6_genbank	NODE_38_length_26805_cov_463.564202	77.0	86.667
Saccharomycodes.ludwigii.KU888694_cob_genbank	NODE_38_length_26805_cov_463.564202	93.0	78.548
Saccharomycodes.ludwigii.KU888694_cob_genbank	NODE_38_length_26805_cov_463.564202	93.0	79.339
Saccharomycodes.ludwigii.KU888694_cox1_genbank	NODE_38_length_26805_cov_463.564202	83.0	76.85
Saccharomycodes.ludwigii.KU888694_cox1_genbank	NODE_38_length_26805_cov_463.564202	83.0	78.998
Saccharomycodes.ludwigii.KU888694_cox2_genbank	NODE_38_length_26805_cov_463.564202	89.0	79.356
Saccharomycopsis.malanga.CP025327_atp9_mfannot	NODE_38_length_26805_cov_463.564202	100.0	74.569
Saccharomycopsis.malanga.CP025327_cob_mfannot	NODE_38_length_26805_cov_463.564202	87.0	82.803
Saccharomycopsis.malanga.CP025327_cob_mfannot	NODE_38_length_26805_cov_463.564202	87.0	81.621
Saccharomycopsis.malanga.CP025327_cox1_mfannot	NODE_38_length_26805_cov_463.564202	75.0	76.634
Saccharomycopsis.malanga.CP025327_cox1_mfannot	NODE_38_length_26805_cov_463.564202	75.0	79.302
Saccharomycopsis.malanga.CP025327_cox2_mfannot	NODE_38_length_26805_cov_463.564202	94.0	79.267
Saccharomycopsis.malanga.CP025327_cox3_mfannot	NODE_38_length_26805_cov_463.564202	77.0	72.43
Starmerella.bacillaris.AY445918_atp6_genbank	NODE_38_length_26805_cov_463.564202	75.0	75.398
Starmerella.bacillaris.AY445918_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	77.489
Starmerella.bacillaris.AY445918_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	76.371
Starmerella.bacillaris.AY445918_cob_genbank	NODE_38_length_26805_cov_463.564202	96.0	73.445
Starmerella.bacillaris.AY445918_cox2_genbank	NODE_38_length_26805_cov_463.564202	88.0	75.976
Sugiyamaella.lignohabitans.CP014499_cob_genbank	NODE_38_length_26805_cov_463.564202	80.0	77.744
Sugiyamaella.lignohabitans.CP014499_cox2_mfannot_copy_1	NODE_38_length_26805_cov_463.564202	78.0	76.884
Sugiyamaella.lignohabitans.CP014499_cox2_mfannot_copy_2	NODE_38_length_26805_cov_463.564202	78.0	76.884
Sugiyamaella.lignohabitans.CP014499_nad4_genbank	NODE_38_length_26805_cov_463.564202	92.0	74.206
Sugiyamaella.lignohabitans.CP014499_nad4L_mfannot	NODE_38_length_26805_cov_463.564202	83.0	75.0
Torulaspora.delbrueckii.KM595073_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	81.374
Torulaspora.delbrueckii.KM595073_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	78.163
Torulaspora.delbrueckii.KM595073_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	79.167
Torulaspora.delbrueckii.KM595073_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	79.31
Torulaspora.delbrueckii.KM595073_cox2_genbank	NODE_38_length_26805_cov_463.564202	90.0	80.146
Torulaspora.delbrueckii.KM595073_cox3_genbank	NODE_38_length_26805_cov_463.564202	76.0	72.67
Torulaspora.franciscae.KM595070_atp6_genbank	NODE_38_length_26805_cov_463.564202	72.0	75.789
Torulaspora.franciscae.KM595070_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	81.115
Torulaspora.franciscae.KM595070_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	79.184
Torulaspora.franciscae.KM595070_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	79.881
Torulaspora.franciscae.KM595070_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	79.31
Torulaspora.franciscae.KM595070_cox2_genbank	NODE_38_length_26805_cov_463.564202	90.0	80.584
Torulaspora.franciscae.KM595070_cox3_genbank	NODE_38_length_26805_cov_463.564202	76.0	72.785
Torulaspora.globosa.KM595068_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	81.736
Torulaspora.globosa.KM595068_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	77.505
Torulaspora.globosa.KM595068_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	76.95
Torulaspora.globosa.KM595068_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	79.919
Torulaspora.globosa.KM595068_cox2_genbank	NODE_38_length_26805_cov_463.564202	89.0	80.352
Torulaspora.microellipsoides.KU920678_cob_genbank	NODE_38_length_26805_cov_463.564202	85.0	81.336
Torulaspora.microellipsoides.KU920678_cob_genbank	NODE_38_length_26805_cov_463.564202	85.0	80.204
Torulaspora.microellipsoides.KU920678_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	78.716
Torulaspora.microellipsoides.KU920678_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	80.122
Torulaspora.microellipsoides.KU920678_cox2_genbank	NODE_38_length_26805_cov_463.564202	89.0	79.118
Torulaspora.microellipsoides.KU920678_cox3_genbank	NODE_38_length_26805_cov_463.564202	76.0	72.93
Torulaspora.pretoriensis.KM595067_atp6_genbank	NODE_38_length_26805_cov_463.564202	72.0	75.789
Torulaspora.pretoriensis.KM595067_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	81.374
Torulaspora.pretoriensis.KM595067_cob_genbank	NODE_38_length_26805_cov_463.564202	89.0	79.388
Torulaspora.pretoriensis.KM595067_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	78.546
Torulaspora.pretoriensis.KM595067_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	79.919
Torulaspora.pretoriensis.KM595067_cox2_genbank	NODE_38_length_26805_cov_463.564202	90.0	80.438
Torulaspora.pretoriensis.KM595067_cox3_genbank	NODE_38_length_26805_cov_463.564202	76.0	72.943
Torulaspora.quercuum.KU920676_atp6_genbank	NODE_38_length_26805_cov_463.564202	72.0	76.098
Torulaspora.quercuum.KU920676_cob_genbank	NODE_38_length_26805_cov_463.564202	90.0	81.802
Torulaspora.quercuum.KU920676_cob_genbank	NODE_38_length_26805_cov_463.564202	90.0	78.119
Torulaspora.quercuum.KU920676_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	78.571
Torulaspora.quercuum.KU920676_cox1_genbank	NODE_38_length_26805_cov_463.564202	82.0	80.041
Torulaspora.quercuum.KU920676_cox2_genbank	NODE_38_length_26805_cov_463.564202	89.0	80.029
Torulaspora.quercuum.KU920676_cox3_genbank	NODE_38_length_26805_cov_463.564202	76.0	72.93
Wickerhamomyces.canadensis.D31785_atp9_genbank	NODE_38_length_26805_cov_463.564202	100.0	77.056
